belongs_to_collection,release_date,title,vote_average
"{'id': 425175, 'name': 'Texas Chainsaw (Reboot) Collection', 'poster_path': '/aLObVUVnJAl0yaA4LVEMcYJYdD5.jpg', 'backdrop_path': '/9z2HzirMPY51IBrBTFlt21JX3iP.jpg'}",10/6/2006,The Texas Chainsaw Massacre: The Beginning,5.9
,10/6/2006,Employee of the Month,5.4
,7/21/2006,Stormbreaker,5.1
,6/13/1951,Sirocco,3.9
,9/24/2004,"Hawaii, Oslo",6.3
,8/23/1935,Dante's Inferno,5.8
,4/24/2005,Antibodies,6.7
,4/9/1940,Dr. Cyclops,6.1
,10/27/2006,Running with Scissors,5.8
,3/2/1945,Dillinger,4.9
,6/30/1947,Brute Force,7.1
,1/21/2005,Ellie Parker,5.7
"{'id': 1974, 'name': 'The Grudge Collection', 'poster_path': '/dohOSIYDEK42stdfKo0pQfrve0h.jpg', 'backdrop_path': '/nRfDTqIuaVLu2aB0qFuSmw8btp0.jpg'}",10/13/2006,The Grudge 2,5.3
,10/9/2006,Man of the Year,5.8
"{'id': 166373, 'name': 'The Marine Collection', 'poster_path': '/7sPY1VK4yD5Zlv16DUei65rtrjn.jpg', 'backdrop_path': '/rpUficLJq3I7GvRafTVT1TVRsms.jpg'}",10/13/2006,The Marine,5
,11/16/2006,Infamous,6.4
,10/13/2006,One Night with the King,6.1
,1/1/2006,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7
,12/7/1976,Fellini's Casanova,7.1
,9/19/1940,The Howards of Virginia,4.5
,3/25/1993,The Last Bolshevik,9
,11/7/1934,Chapayev,4.8
,2/10/2006,The Elementary Particles,6.4
,2/17/2006,Jackpot,7
"{'id': 98430, 'name': 'Feast Collection', 'poster_path': '/1clQ6DCLxmvysHkU7HxWToDzuPo.jpg', 'backdrop_path': None}",10/14/2005,Feast,6.1
,5/26/2006,Offside,6.7
,10/6/2006,Little Children,6.9
,6/24/2006,Deliver Us from Evil,7.5
,8/26/1938,Marie Antoinette,6.4
,4/26/1978,F.I.S.T.,6.5
,9/29/2006,Facing the Giants,6.6
,11/30/1934,Broadway Bill,4.6
,9/1/2006,The Last King of Scotland,7.4
,9/15/2006,The U.S. vs. John Lennon,6.5
,5/20/2006,Shortbus,6.3
,10/8/2003,3 Blind Mice,4.9
,9/22/2006,Children of Men,7.4
,10/19/2006,The Prestige,8
"{'id': 261382, 'name': ""Clint Eastwood's Iwo Jima Collection"", 'poster_path': '/rnRE6JGz9yjYUAbWIHYkGu9B8pj.jpg', 'backdrop_path': '/dIYpFavJ8vNCv9pefEabsUL1pDP.jpg'}",10/18/2006,Flags of Our Fathers,6.7
,10/20/2006,Flicka,6.1
,10/20/2006,Sleeping Dogs Lie,5.7
,9/30/1995,After Five In The Forest Primeval,6.8
,9/19/2005,9th Company,6.8
,9/8/2006,Jade Warrior,5.9
,3/22/1928,Spies,7.4
,9/29/2006,A Guide To Recognizing Your Saints,6.8
"{'id': 101246, 'name': 'Azumi Collection', 'poster_path': '/bN2eHDlh6vxgChvimEoIjLlVkBv.jpg', 'backdrop_path': '/mMdYpXtrkIIE1JwkqoyDOPmpnIw.jpg'}",3/12/2005,Azumi 2: Death or Love,6.4
,9/1/2005,13 Tzameti,6.9
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",10/27/2006,Saw III,6.1
,10/27/2006,Catch a Fire,6.4
,10/27/2006,Death of a President,5.7
,10/17/2001,Little Secrets,6.4
,8/31/1951,The Kaiser's Lackey,6
"{'id': 266846, 'name': 'Corto Maltese', 'poster_path': '/wp4NhFS9Lu2ESvNiRORAqo3vYmI.jpg', 'backdrop_path': '/luyYXzd2pfeC34kFkCdwKHN3DCQ.jpg'}",9/25/2002,Corto Maltese in Siberia,6.4
,2/22/1952,5 Fingers,7.2
"{'id': 52749, 'name': 'The Butterfly Effect Collection', 'poster_path': '/8lkeUgXNSB0foS3wU7rkuMTdMKV.jpg', 'backdrop_path': '/7DsbbkQAKSci07Jp4fJVq3QXSEF.jpg'}",10/10/2006,The Butterfly Effect 2,4.6
,10/20/1936,The Charge of the Light Brigade,6.8
,9/4/2000,Platform,6.8
,11/17/2005,Lunacy,6.7
,10/22/2006,Flushed Away,6
,9/13/2006,Perfume: The Story of a Murderer,7.1
,5/4/1966,Arabesque,5.9
"{'id': 53159, 'name': 'The Santa Clause Collection', 'poster_path': '/1h8iA6i2DpPhsHC65nUB2voVnm5.jpg', 'backdrop_path': '/jQiwVHJN1rsS4DqhF7hlYZTYCH.jpg'}",11/1/2006,The Santa Clause 3: The Escape Clause,5
,8/5/2005,The Long Weekend,5.8
,5/5/1955,Daddy Long Legs,6.4
,9/28/2001,"Cześć, Tereska",7.6
,9/1/2005,All the Invisible Children,7.3
,1/1/1993,Ocean Waves,6.3
,8/27/1971,Joe Cocker - Mad Dogs & Englishmen,10
,8/9/1938,Four Daughters,3.5
,12/25/1940,Arizona,4.8
,9/27/1963,The Big City,8
,5/20/1959,"The World, the Flesh and the Devil",5.8
,7/24/1992,Mom and Dad Save the World,4.4
,8/5/2005,Boynton Beach Club,6.8
,12/1/2006,Farce of the Penguins,3.2
,12/17/1977,Emmet Otter's Jug-Band Christmas,7.3
,9/9/2006,A Good Year,6.5
,10/27/2006,Dixie Chicks: Shut Up and Sing,6.5
,1/1/2004,Vital,6.5
,8/20/1948,A Foreign Affair,6.7
,11/10/2006,The Return,5.1
,11/22/2006,For Your Consideration,5.9
,1/1/2005,Street Fight,6.6
,1/1/2004,Red Dust,6.4
,11/7/2005,Fuck,6.6
,3/8/2006,Shooting Dogs,7.5
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",11/14/2006,Casino Royale,7.3
"{'id': 92012, 'name': 'Happy Feet Collection', 'poster_path': '/pYbF2FAi2MEVshl8jCDNTRNdTF0.jpg', 'backdrop_path': '/b9CLLxKsh63AHEkGE9nz9bupQqh.jpg'}",11/16/2006,Happy Feet,5.9
,11/17/2006,Let's Go to Prison,5.5
,11/22/2006,Déjà Vu,6.6
,9/5/2006,Bobby,6.4
,11/22/2006,Deck the Halls,5.1
,9/11/2006,10 Items or Less,6.6
,12/8/2006,The Holiday,6.7
,10/31/1941,I Wake Up Screaming,4.8
,1/1/2004,Luna de Avellaneda,6.6
,2/9/2006,Snow Cake,7.3
,9/11/2005,Harsh Times,6.3
,12/1/2006,London to Brighton,6.5
,5/13/2003,Gacy,4.4
,5/16/2006,Fast Food Nation,5.9
,12/23/1938,La Bête Humaine,6.6
,9/18/1974,Celine and Julie Go Boating,7.5
,11/29/1930,Min and Bill,6
,12/24/1932,"20,000 Years in Sing Sing",5.8
,12/1/1903,The Great Train Robbery,7.1
,2/8/1965,Simon of the Desert,7.8
,11/22/2006,Tenacious D in The Pick of Destiny,6.5
,11/14/1960,The Facts of Life,5.4
,5/19/1939,It's a Wonderful World,4.7
"{'id': 91588, 'name': 'OSS 117 Collection', 'poster_path': '/bCrDUHGcncm51H21AyEyBN13W4t.jpg', 'backdrop_path': '/tWFDaP55PdguD0VfgYTWZ3NyfoK.jpg'}",4/5/2006,"OSS 117: Cairo, Nest of Spies",7.2
"{'id': 297371, 'name': 'Reeker Collection', 'poster_path': '/y7Y691iWoyA6uXlZfWDHTFIoADq.jpg', 'backdrop_path': None}",3/13/2005,Reeker,5.2
,1/1/1948,Sitting Pretty,6.1
,4/22/1976,The Last Hard Men,6.6
,7/27/1991,A Brighter Summer Day,8.4
,9/17/2004,Moog,4.4
,12/1/2006,The Nativity Story,6.4
"{'id': 43220, 'name': 'National Lampoon’s Van Wilder Collection', 'poster_path': '/9O9Dtdetrc7shP2CUr5jQqbIexC.jpg', 'backdrop_path': '/afX0zjd1fFYNXrndzD9jd7gHvi3.jpg'}",12/1/2006,Van Wilder 2: The Rise of Taj,5.1
,12/1/2006,Turistas,5.3
,12/7/2006,Blood Diamond,7.4
"{'id': 221539, 'name': 'Dracula (Universal Series)', 'poster_path': '/srgkikGqQD32mhaq8wT6Qz2eLcD.jpg', 'backdrop_path': '/sdbStuQ5qEPZqqWUlNlBd0dPtBT.jpg'}",5/11/1936,Dracula's Daughter,6.3
,6/1/1975,Doc Savage: The Man of Bronze,5.3
"{'id': 123717, 'name': 'She Collection', 'poster_path': '/75YDKhH3lLxA0R6xJsehycydksa.jpg', 'backdrop_path': '/cRNo9wpvX8oX0wGgze5dsUQTiH3.jpg'}",4/10/1965,She,5.7
"{'id': 159613, 'name': 'Election Collection', 'poster_path': '/jK0Os9vLYZvWizOG8OYCzI381H5.jpg', 'backdrop_path': None}",4/27/2006,Election 2,7.1
,12/8/2006,Unaccompanied Minors,5.5
,12/8/2006,Off the Black,6
,12/15/2006,Charlotte's Web,5.8
,12/14/2006,Eragon,4.9
"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",12/20/2006,Rocky Balboa,6.5
,1/1/2005,Iron Island,8.1
,8/30/2006,Fur: An Imaginary Portrait of Diane Arbus,5.8
,4/20/1924,Girl Shy,6.9
,5/16/1955,The Dam Busters,7
,1/1/2004,Zombie Honeymoon,4.4
"{'id': 102008, 'name': 'Another Gay Movie Collection', 'poster_path': '/wpiTGGOmrAUWvxfIYStNfy32U62.jpg', 'backdrop_path': '/jhQG23R7yBtrWU9CV6konHkRkjd.jpg'}",4/28/2006,Another Gay Movie,5.2
,5/11/2005,The Myth,6.3
,6/30/2005,Oyster Farmer,6.3
,9/1/1931,Waterloo Bridge,7.3
,6/25/1932,Red-Headed Woman,6.3
,8/26/1983,Daniel,6.2
,1/31/1986,Power,5.6
,3/17/1973,Lost Horizon,4.6
,3/15/1956,The Man Who Never Was,6.8
,12/23/1961,Something Wild,6.5
,12/9/2006,The Painted Veil,7.1
,12/12/2006,We Are Marshall,6.7
,11/20/2004,The Place Promised in Our Early Days,6.9
,10/21/1982,The Plague Dogs,8
,12/11/2006,The Good Shepherd,6.3
,12/25/2006,Dreamgirls,6.6
,8/9/2006,The Page Turner,6.7
"{'id': 123438, 'name': 'Loose Change Collection', 'poster_path': '/z1kQ7HZrj8ZSpapaXnM771ojy0k.jpg', 'backdrop_path': None}",6/1/2006,Loose Change: 2nd Edition,6.3
,9/10/2005,We Feed the World,7.5
"{'id': 167691, 'name': 'Trilogy of Life', 'poster_path': '/mpYnTCvugaQFVSCuhYapL58JKc2.jpg', 'backdrop_path': '/f855SLPBiPBOigC1Okh1ud6pE9Y.jpg'}",1/1/1971,The Decameron,6.9
,1/5/2007,Freedom Writers,7.6
,8/16/2006,When the Levees Broke: A Requiem in Four Acts,7
,5/4/2005,The Intruder,7.4
,10/7/1969,Katzelmacher,6.7
,9/6/2006,INLAND EMPIRE,7.1
,12/17/1976,Sebastiane,8
,8/29/1986,Caravaggio,6.3
,2/8/2004,Wild Side,6.9
,10/2/2006,The History Boys,6.6
,12/25/2006,Notes on a Scandal,6.9
,2/28/1973,Children Shouldn't Play with Dead Things,5.3
,9/25/1999,Inferno,5.1
,1/16/1941,The Face Behind the Mask,6
,6/4/1997,The Life of Jesus,6.7
,9/7/2006,DOA: Dead or Alive,5
,12/21/2006,Curse of the Golden Flower,6.6
,5/26/2006,The Bothersome Man,6.9
,12/18/1994,Don't Drink the Water,4.9
,12/8/2006,The Good German,5.9
,10/21/2005,Sweet Land,6.1
"{'id': 261382, 'name': ""Clint Eastwood's Iwo Jima Collection"", 'poster_path': '/rnRE6JGz9yjYUAbWIHYkGu9B8pj.jpg', 'backdrop_path': '/dIYpFavJ8vNCv9pefEabsUL1pDP.jpg'}",12/19/2006,Letters from Iwo Jima,7.2
,4/29/1943,Presenting Lily Mars,6
,12/25/2006,Black Christmas,4.8
"{'id': 141084, 'name': ""Happily N'Ever After Collection"", 'poster_path': '/aPjLYxKIBys6dlxXMZrDi8VowQK.jpg', 'backdrop_path': '/fw6YfVOmK0tVtaSUGb3GvLzEmvK.jpg'}",9/14/2006,Happily N'Ever After,4.6
,12/15/2006,Home of the Brave,5.5
,1/5/2007,Code Name: The Cleaner,4.7
"{'id': 160727, 'name': 'Stomp the Yard Collection', 'poster_path': '/2qAqDHlxVS4wOf1Z8mBGpTgp7PB.jpg', 'backdrop_path': None}",5/16/2007,Stomp the Yard,6.1
,12/3/2006,Miss Potter,6.3
"{'id': 85817, 'name': 'Arthur and the Invisibles Collection', 'poster_path': '/lpKNbnUpP0h0cnVwC1LaE9YJB3U.jpg', 'backdrop_path': '/e8Q363orc1wi02TSSoDDlil2qXh.jpg'}",12/13/2006,Arthur and the Invisibles,6
,11/13/1999,Tell Me Something,5.8
,3/8/2006,Loving Annabelle,6.4
"{'id': 298820, 'name': 'American Pie (Spin-off) Collection', 'poster_path': '/deSui9fZHgArlSmOGxRV1ZBqYTO.jpg', 'backdrop_path': '/au9AnpVPqjFfTZIGGuV94276KaL.jpg'}",12/7/2006,American Pie Presents: The Naked Mile,5.3
,9/6/2004,Rolling Family,6.4
,3/8/1967,The Young Girls of Rochefort,7.5
,5/17/1974,Alice in the Cities,7.2
,8/10/1951,David and Bathsheba,4.7
,1/1/2006,Old Joy,6.3
,9/14/2006,The Banquet,6.2
,9/2/2006,Venus,6.5
,1/14/2006,My Bollywood Bride,3
,8/12/2005,Rosario Tijeras,6.1
,8/4/1932,American Madness,5.4
"{'id': 11582, 'name': 'Don Camillo Collection', 'poster_path': '/xc3fKcoVbky6x6nZPyIIWFHwhgE.jpg', 'backdrop_path': '/vRwbU238zrScI0WwAFF2Z0jUScQ.jpg'}",6/5/1953,The Return of Don Camillo,7.2
"{'id': 11582, 'name': 'Don Camillo Collection', 'poster_path': '/xc3fKcoVbky6x6nZPyIIWFHwhgE.jpg', 'backdrop_path': '/vRwbU238zrScI0WwAFF2Z0jUScQ.jpg'}",3/28/1952,Don Camillo,7.6
,3/2/2006,Invisible Waves,5.8
,5/14/2005,Cold Showers,4.9
,9/13/2006,The Singer,5.7
,1/12/2007,Primeval,4.7
,1/27/2006,Alpha Dog,6.6
,1/19/2007,The Hitcher,5.6
,11/7/2006,The Dead Girl,6.4
"{'id': 84923, 'name': 'The Orphic Trilogy', 'poster_path': '/uyQvmtIsVenjeDtOYGAtPlxvZpc.jpg', 'backdrop_path': None}",2/18/1960,Testament of Orpheus,7.8
,1/1/2005,House Of 9,4.9
,7/6/1946,A Stolen Life,7.6
,2/24/2006,After the Wedding,7.2
,6/30/2006,Time,7.1
,9/4/2005,Into Great Silence,8.4
,6/8/1963,Dinner for One,6.8
,4/22/2005,Red Doors,4.3
,8/3/2005,The Wendell Baker Story,5.2
,5/21/1986,Crawlspace,5.4
,7/23/2005,Linda Linda Linda,7.3
,6/10/1939,Juarez,6.4
,2/20/2004,The Weeping Meadow,7.3
,12/30/1966,Daisies,7.3
,2/16/2007,Bridge to Terabithia,7
,9/15/2006,Beer League,5.3
,10/1/2004,Dead Meat,4
,11/14/1978,Killer of Sheep,6.5
"{'id': 84923, 'name': 'The Orphic Trilogy', 'poster_path': '/uyQvmtIsVenjeDtOYGAtPlxvZpc.jpg', 'backdrop_path': None}",1/20/1932,The Blood of a Poet,6.7
,9/22/2006,Dirty Sanchez: The Movie,5.6
,5/12/2005,Shadows in the Sun,6.3
,8/26/1977,House,7.1
,8/17/2006,Kenny,6.1
"{'id': 95051, 'name': 'The Up Series', 'poster_path': '/nLIBjyGeV2TMiv82MmKq5zX9DhG.jpg', 'backdrop_path': None}",9/15/2005,49 Up,6.9
,5/25/2007,Waitress,6.6
,3/26/2006,The Secret,5.5
,9/9/2005,Neverwas,6.4
"{'id': 95051, 'name': 'The Up Series', 'poster_path': '/nLIBjyGeV2TMiv82MmKq5zX9DhG.jpg', 'backdrop_path': None}",5/5/1964,Seven Up!,7.5
"{'id': 95051, 'name': 'The Up Series', 'poster_path': '/nLIBjyGeV2TMiv82MmKq5zX9DhG.jpg', 'backdrop_path': None}",1/1/1970,7 Plus Seven,7.5
,5/21/1947,Record of a Tenement Gentleman,6.8
,8/13/2004,R-Point,6.3
,10/20/2006,Catch and Release,5.8
"{'id': 96680, 'name': ""Smokin' Aces Collection"", 'poster_path': '/9Y702mgpXAMQsGJ4jGEH1EqrJaW.jpg', 'backdrop_path': '/1TbMf5bJnYCP9sXhRSVHULPJDbw.jpg'}",12/9/2006,Smokin' Aces,6.4
,1/26/2007,Blood and Chocolate,5.5
,1/25/2007,Epic Movie,3.2
"{'id': 164395, 'name': 'The Messengers Collection', 'poster_path': '/dGyFMB1jNJUGSNQwVf4GfXA7yci.jpg', 'backdrop_path': '/nzlrtkXmUtsWQDeTxu3s7oft0lv.jpg'}",2/2/2007,The Messengers,5.6
,2/2/2007,Because I Said So,5.8
"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}",2/6/2007,Hannibal Rising,6
,2/8/2007,Norbit,5
,1/1/1966,Billy the Kid vs. Dracula,4.7
,10/1/1966,Red Angel,7.3
,9/21/2006,The Boss of It All,6.8
"{'id': 376970, 'name': 'Cocaine Cowboys', 'poster_path': '/ysCY4Q91US7zEr78raJBc27KPxF.jpg', 'backdrop_path': '/3vT6FzqHeT7onqUAMjKk7FqARRD.jpg'}",4/26/2006,Cocaine Cowboys,7.5
,4/30/2006,Lonely Hearts,6
,6/22/2007,Ratatouille,7.5
,5/1/2006,Five Fingers,5.9
,8/21/2004,Izo,6.1
,3/3/1961,Lola,7.3
,2/2/1971,The Point!,6.9
,5/16/2006,"Paris, je t'aime",6.7
,10/15/2006,The Astronaut Farmer,6.2
,10/7/2005,Murk,6.8
"{'id': 93791, 'name': 'Anchorman Collection', 'poster_path': '/xjnbrB93Vj5yGYwU0uuW8Tu2qoc.jpg', 'backdrop_path': '/eUU6edsZcr7I0AO8rHcB3vQwcOH.jpg'}",12/28/2004,"Wake Up, Ron Burgundy: The Lost Movie",5.5
"{'id': 436982, 'name': 'SPL Collection', 'poster_path': None, 'backdrop_path': None}",11/18/2005,SPL: Kill Zone,6.8
,10/24/1962,Mafioso,6.8
,12/26/2006,It's a Boy Girl Thing,6.3
,6/24/1970,Myra Breckinridge,4.8
,1/22/1982,Vice Squad,6
,9/10/2006,The Ugly Duckling and Me!,4.7
,1/1/2006,Danika,5.4
,5/25/2006,Days of Glory,6.7
,1/7/1968,The Strange Case of Dr. Jekyll and Mr. Hyde,0
,1/1/2004,Schizo,6
,5/18/1997,The Odyssey,6.3
,11/3/2006,Unknown,6.4
,12/25/1967,Magical Mystery Tour,5.8
,1/21/2005,Ringers - Lord of the Fans,4.7
,10/15/1936,Sisters of the Gion,6.7
"{'id': 101385, 'name': 'Trailer Park Boys Collection', 'poster_path': '/rnpQXPaiiS90KidhNI34maU9aiW.jpg', 'backdrop_path': '/wy72negkJZcoOKkYkaWR7qgSXSF.jpg'}",10/6/2006,Trailer Park Boys: The Movie,6.8
"{'id': 90306, 'name': 'Ghost Rider Collection', 'poster_path': '/bZBasloaMhjxCwH6tV0eziNMqut.jpg', 'backdrop_path': '/ee8zhn4VIXQh1J5t7efyybcvHLj.jpg'}",2/16/2007,Ghost Rider,5.2
,2/12/2007,Breach,6.5
,2/14/2007,Daddy's Little Girls,6.6
,2/9/2007,Music and Lyrics,6.2
,2/23/2007,The Number 23,6.3
,2/23/2007,Reno 911!: Miami,5.6
,12/8/2006,Black Snake Moan,6.6
,10/21/2006,Gray Matters,5.8
,5/12/2005,Be with Me,6.8
,12/26/2005,Shooting Gallery,5.6
,12/8/1978,What Will You Do When You Catch Me?,8.5
,1/1/1985,The Dagger of Kamui,5.1
,4/21/2006,loudQUIETloud: A Film About the Pixies,6.9
,11/18/2005,My Father and My Son,7.8
,12/29/2006,Factory Girl,6.2
,3/2/1976,Salon Kitty,4.6
,10/24/2005,Human Trafficking,7.2
"{'id': 159603, 'name': 'Kidulthood Collection', 'poster_path': '/hQ5sNAjzzvG4hi3CymdY2LRqlZF.jpg', 'backdrop_path': '/nWby7b0qi20Cs5qfwwdVW56OImJ.jpg'}",3/3/2006,Kidulthood,6.2
"{'id': 363014, 'name': 'Like Mike Collection', 'poster_path': None, 'backdrop_path': None}",6/6/2006,Like Mike 2: Streetball,3.6
,11/19/1968,Lady in Cement,6.6
,5/9/1987,Street Trash,5.6
,9/9/1966,Fighting Elegy,7.1
,2/28/1962,Salvatore Giuliano,6.4
,2/1/1959,First Man Into Space,5.2
,1/1/1970,I Drink Your Blood,6.2
,2/14/2007,Hot Fuzz,7.4
,10/12/1966,Dead Heat on a Merry-Go-Round,6
"{'id': 108125, 'name': 'The 36th Chamber of Shaolin Collection', 'poster_path': '/wBjZh104nh4HKLIgvrCvdOZzXKC.jpg', 'backdrop_path': '/grC83MtaWyTbUcxndTK3khIWiMT.jpg'}",2/2/1978,The 36th Chamber of Shaolin,7.6
,7/12/1935,Mad Love,6.8
"{'id': 240690, 'name': 'Billy Jack Collection', 'poster_path': None, 'backdrop_path': None}",11/13/1974,The Trial of Billy Jack,6.8
,3/20/1960,The Savage Innocents,7.4
,1/20/2006,Karla,4.8
,9/24/2004,The Consequences of Love,7.6
,9/22/2006,Golden Door,6
,10/17/2002,Kamchatka,6.3
,5/8/1943,The Leopard Man,6.4
,3/23/2006,Family Law,7
"{'id': 187089, 'name': 'Emil i Lönneberga', 'poster_path': '/kGcEZf6LUqQJJhyPteIt2dLJFn7.jpg', 'backdrop_path': '/g2ns1KfgbGs9rVKV7AbYnOPRUgl.jpg'}",12/4/1971,Emil in Lonneberga,6.2
,2/25/1995,Citizen X,6.9
,10/5/1998,Cats,7.1
"{'id': 167691, 'name': 'Trilogy of Life', 'poster_path': '/mpYnTCvugaQFVSCuhYapL58JKc2.jpg', 'backdrop_path': '/f855SLPBiPBOigC1Okh1ud6pE9Y.jpg'}",7/1/1972,The Canterbury Tales,6.1
,9/16/2004,The Forest for the Trees,7.7
,4/24/2007,Next,5.9
,12/15/2006,Breaking and Entering,6.3
,1/1/2004,Changing Times,6.5
,1/12/2007,God Grew Tired of Us,7.5
,1/21/2006,Iraq in Fragments,6.8
,9/16/2006,Amazing Grace,7
,9/30/2005,Romanzo criminale,7.3
"{'id': 285130, 'name': '2001 Maniacs Collection', 'poster_path': '/31dUYbRR7tzfzgUy6koBXfmrOaU.jpg', 'backdrop_path': None}",5/12/2005,2001 Maniacs,4.9
,4/17/1986,Wise Guys,6.1
"{'id': 43066, 'name': 'Teen Wolf Collection', 'poster_path': '/gJEtFrz4lNFhPoQ5cFvSekZQJDT.jpg', 'backdrop_path': '/n48aLnG4NpTWpu1PXxxgFMYlbCM.jpg'}",11/20/1987,Teen Wolf Too,3.8
,9/19/1962,The Grim Reaper,6.8
,4/28/1998,Body Count,6.8
,3/2/2007,Zodiac,7.3
"{'id': 203910, 'name': 'Pusher Collection', 'poster_path': '/9pM6Rr8WsVqAzTxYswPTNoICNno.jpg', 'backdrop_path': '/aNQuRUYTz8CT9HxlNLj4oJ9ctut.jpg'}",8/22/2005,Pusher III: I'm the Angel of Death,7.1
,4/19/1972,Eight Deadly Shots,5
"{'id': 10441, 'name': 'Babylon 5 Collection', 'poster_path': '/4SmQl6eoFuyvHPj1noqqKf93yK6.jpg', 'backdrop_path': '/mpiKaJZSIDVGbuKxL1KyQPxeW6Y.jpg'}",2/22/1993,Babylon 5: The Gathering,6.4
"{'id': 102777, 'name': 'White Noise Collection', 'poster_path': '/vvQYwRvYQ4Q5MIwr6OSReFC5RvI.jpg', 'backdrop_path': '/gvg1pvlr2A7cX4CzvVwar01qWVB.jpg'}",1/5/2007,White Noise 2: The Light,5.6
,1/1/1943,Meshes of the Afternoon,7.7
,3/2/2007,Wild Hogs,5.7
,2/25/2006,Zyzzyx Road,4
,6/8/2006,Man About Town,5.3
,9/25/2005,First on the Moon,5
,11/5/2004,Wolf,6.2
,2/10/1984,Unfaithfully Yours,5.8
,1/1/1980,The Lathe of Heaven,6.1
"{'id': 100965, 'name': 'Atlantis Collection', 'poster_path': '/l9wffaf3zMw2fOYDnMrU479IeBv.jpg', 'backdrop_path': '/vJOfi2m9yaQGu7LPRcBL44KDU7r.jpg'}",2/25/2003,Atlantis: Milo's Return,5.4
,9/18/1940,The Westerner,6.1
"{'id': 269190, 'name': 'The Ultimate Collection', 'poster_path': None, 'backdrop_path': None}",10/20/2006,The Ultimate Gift,6.8
"{'id': 125570, 'name': '300 Collection', 'poster_path': '/nKQqh6kJvPdpOJD24enD3Bm1Hy5.jpg', 'backdrop_path': '/mLLztGKyxSLoWjgRSpmm9W12VsU.jpg'}",12/9/2006,300,7
,9/11/2006,The Abandoned,5.4
,6/4/1953,Julius Caesar,6.5
,12/20/1936,Three Smart Girls,7
,7/21/1947,Something in the Wind,10
,9/13/2006,Starter for 10,6.7
,2/9/2007,The Last Mimzy,5.9
,12/13/2006,Priceless,6.4
,7/27/2006,The Host,6.7
,12/15/1963,America America,5.8
,9/7/2000,Kippur,4
,1/1/2006,The Situation,6.5
,11/20/1991,Diary of a Hitman,3.5
,11/9/1961,Flower Drum Song,3.8
,3/2/2007,Becoming Jane,6.9
,1/23/2006,Right at Your Door,5.8
,9/1/1961,A Taste of Honey,6.5
,9/2/2006,The Namesake,6.8
,5/22/2004,Omagh,6.1
,7/10/1965,Samurai Spy,5.8
,1/22/1928,The Last Command,7.7
,3/16/2007,I Think I Love My Wife,5
,1/1/2006,The Second Chance,4.9
,4/14/1960,The Fugitive Kind,6.5
,8/11/2006,Wilderness,6.3
,10/8/2004,Hipnos,5.6
,2/8/2007,Premonition,5.8
,3/16/2007,Dead Silence,6.2
,3/23/2007,Reign Over Me,7.1
,3/23/2007,Pride,5
,3/22/2007,Shooter,6.9
"{'id': 8918, 'name': 'The Hills Have Eyes (Reboot) Collection', 'poster_path': '/gtD46W2GXsdGOFa9jfUT3G0OEij.jpg', 'backdrop_path': '/A0LX8YBYBZtfj0gR5Pkgz87cmcb.jpg'}",3/22/2007,The Hills Have Eyes 2,5.2
,3/23/2007,TMNT,6
,9/21/2005,The Italian,6.6
,7/20/2006,Jindabyne,5.7
,10/25/1970,The Spider's Stratagem,7.7
,7/17/2005,Nomad: The Warrior,4.3
,8/17/1951,The Tall Target,6.5
,2/15/2006,Avenue Montaigne,6.2
,9/1/2006,Black Book,7.2
"{'id': 377545, 'name': 'Samurai Trilogy', 'poster_path': '/qt2ZGJezaW4PNR2lzCDbD9q7dIL.jpg', 'backdrop_path': None}",12/1/2006,Love and Honor,7.4
,1/23/2006,Dreamland,5.6
,3/19/1949,The Quiet Duel,7.3
,8/13/1996,A Moment of Innocence,8
,9/6/1998,The Silence,6.3
,1/1/1988,It's Impossible to Learn to Plow by Reading Books,4.6
,1/15/2002,R.S.V.P.,4.5
,1/1/1959,The Five Pennies,5.4
,3/15/2002,Philanthropy,7.2
,9/9/1941,Ladies in Retirement,5.1
,3/5/2003,"Not For, or Against (Quite the Contrary)",5.7
,1/1/2007,Eklavya: The Royal Guard,6.8
,5/13/2005,Dark Horse,6.4
,10/20/1988,Damnation,7.8
,8/29/1951,His Kind of Woman,6.3
,6/5/2002,Turn of Faith,0
,7/5/2006,The Darwin Awards,5.2
,11/21/1957,The Tarnished Angels,6.9
,3/9/2007,The Lookout,6.6
,3/30/2007,Blades of Glory,5.9
,10/1/2004,Armbryterskan från Ensamheten,5
,11/10/2005,Kissed by Winter,6.8
